Academic Year,County Code,District Code,School Code,County Name,District Name,School Name,District Type,School Type,Educational Option Type,NSLP Provision Status,Charter School,Charter Number,Charter Funding Type,IRC,Low Grade,High Grade,total_enrolled,frpm,foster,homeless,migrant,direct_cert,unduplicated_frpm,english_learner,CALPADS Unduplicated Pupil Count (UPC),CALPADS Fall 1 Certification Status (Y/N)
2018-2019,19,64733,1933795,Los Angeles,Los Angeles Unified,Ulysses S. Grant Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,986","1,501",,,,,,,,
2018-2019,19,64733,1933852,Los Angeles,Los Angeles Unified,Alexander Hamilton Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,602","1,457",,,,,,,,
2018-2019,19,64733,1934033,Los Angeles,Los Angeles Unified,Hollywood Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,481","1,185",,,,,,,,
2018-2019,19,64733,1934157,Los Angeles,Los Angeles Unified,Huntington Park Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,387","1,219",,,,,,,,
2018-2019,19,64733,1934371,Los Angeles,Los Angeles Unified,Thomas Jefferson Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,644,585,,,,,,,,
2018-2019,19,64733,1934454,Los Angeles,Los Angeles Unified,David Starr Jordan Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,519,469,,,,,,,,
2018-2019,19,64733,1935121,Los Angeles,Los Angeles Unified,Abraham Lincoln Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,066",954,,,,,,,,
2018-2019,19,64733,1935352,Los Angeles,Los Angeles Unified,Los Angeles Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,250",962,,,,,,,,
2018-2019,19,64733,1935519,Los Angeles,Los Angeles Unified,Manual Arts Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,339","1,175",,,,,,,,
2018-2019,19,64733,1935568,Los Angeles,Los Angeles Unified,John Marshall Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,381","1,444",,,,,,,,
2018-2019,19,64733,1935717,Los Angeles,Los Angeles Unified,Joaquin Miller Career and Transition Center,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,6,12,214,116,,,,,,,,
2018-2019,19,64733,1935865,Los Angeles,Los Angeles Unified,James Monroe High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,071","1,747",,,,,,,,
2018-2019,19,64733,1936160,Los Angeles,Los Angeles Unified,Nathaniel Narbonne Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,176","1,449",,,,,,,,
2018-2019,19,64733,1936350,Los Angeles,Los Angeles Unified,North Hollywood Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,522","1,544",,,,,,,,
2018-2019,19,64733,1937085,Los Angeles,Los Angeles Unified,Ramona Opportunity High,Unified School District,Opportunity Schools,Opportunity School,CEP,No ,N/A,N/A,N,7,12,48,47,,,,,,,,
2018-2019,19,64733,1937226,Los Angeles,Los Angeles Unified,Reseda Charter High,Unified School District,High Schools (Public),Traditional,CEP,Yes,2005,Locally funded,N,9,12,"1,362","1,050",,,,,,,,
2018-2019,19,64733,1937424,Los Angeles,Los Angeles Unified,Theodore Roosevelt Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"1,278","1,152",,,,,,,,
2018-2019,19,64733,1937622,Los Angeles,Los Angeles Unified,San Fernando Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,080","1,625",,,,,,,,
2018-2019,19,64733,1937838,Los Angeles,Los Angeles Unified,San Pedro Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,398","1,287",,,,,,,,
2018-2019,19,64733,1938307,Los Angeles,Los Angeles Unified,South Gate Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,437","1,976",,,,,,,,
2018-2019,19,64733,1938554,Los Angeles,Los Angeles Unified,Sylmar Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1834,Locally funded,N,9,12,"1,552","1,131",,,,,,,,
2018-2019,19,64733,1938612,Los Angeles,Los Angeles Unified,Taft Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,1580,Locally funded,N,9,12,"2,338","1,158",,,,,,,,
2018-2019,19,64733,1938885,Los Angeles,Los Angeles Unified,University High School Charter,Unified School District,High Schools (Public),Traditional,N/A,Yes,2006,Locally funded,N,9,12,"1,511",930,,,,,,,,
2018-2019,19,64733,1938968,Los Angeles,Los Angeles Unified,Van Nuys Senior High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,"2,634","1,843",,,,,,,,
2018-2019,19,64733,1939040,Los Angeles,Los Angeles Unified,Venice Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,984","1,122",,,,,,,,
2018-2019,19,64733,1939107,Los Angeles,Los Angeles Unified,Verdugo Hills Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,297",796,,,,,,,,
2018-2019,19,64733,1939305,Los Angeles,Los Angeles Unified,George Washington Preparatory High,Unified School District,High Schools (Public),Traditional,CEP,No ,N/A,N/A,N,9,12,814,707,,,,,,,,
2018-2019,19,64733,1939479,Los Angeles,Los Angeles Unified,WESM Health/Sports Medicine,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,899,563,,,,,,,,
2018-2019,19,64733,1939784,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney Career Preparatory and Transition Center,Unified School District,Special Education Schools (Public),Special Education School,N/A,No ,N/A,N/A,N,6,12,295,204,,,,,,,,
2018-2019,19,64733,1939859,Los Angeles,Los Angeles Unified,Woodrow Wilson Senior High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"1,424","1,168",,,,,,,,
2018-2019,19,64733,1939941,Los Angeles,Los Angeles Unified,John F. Kennedy High,Unified School District,High Schools (Public),Traditional,N/A,No ,N/A,N/A,N,9,12,"2,349","1,426",,,,,,,,
2018-2019,19,64733,1995448,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,"1,861","1,431",,,,,,,,
2018-2019,19,64733,1995794,Los Angeles,Los Angeles Unified,Youth Opportunities Unlimited,Unified School District,Alternative Schools of Choice,Alternative School of Choice,CEP,No ,N/A,N/A,N,9,12,253,238,,,,,,,,
2018-2019,19,64733,1995836,Los Angeles,Los Angeles Unified,Palisades Charter High,Unified School District,High Schools (Public),Traditional,N/A,Yes,0037,Directly funded,Y,9,12,"2,964",823,,,,,,,,
2018-2019,19,64733,1996073,Los Angeles,Los Angeles Unified,Tri-C Community Day,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,7,12,266,231,,,,,,,,
2018-2019,19,64733,1996115,Los Angeles,Los Angeles Unified,City of Angels,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,12,"1,537","1,063",,,,,,,,
2018-2019,19,64733,1996610,Los Angeles,Los Angeles Unified,Los Angeles Leadership Academy,Unified School District,K-12 Schools (Public),Traditional,N/A,Yes,0461,Directly funded,Y,6,12,504,390,,,,,,,,
2018-2019,19,64733,1996651,Los Angeles,Los Angeles Unified,CDS Secondary,Unified School District,District Community Day Schools,Community Day School,N/A,No ,N/A,N/A,N,6,12,36,29,,,,,,,,
2018-2019,19,64733,6015705,Los Angeles,Los Angeles Unified,Albion Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,201,184,,,,,,,,
2018-2019,19,64733,6015713,Los Angeles,Los Angeles Unified,Aldama Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,490,350,,,,,,,,
2018-2019,19,64733,6015721,Los Angeles,Los Angeles Unified,Alexandria Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,709,619,,,,,,,,
2018-2019,19,64733,6015739,Los Angeles,Los Angeles Unified,Allesandro Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,368,236,,,,,,,,
2018-2019,19,64733,6015747,Los Angeles,Los Angeles Unified,Alta Loma Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,449,412,,,,,,,,
2018-2019,19,64733,6015754,Los Angeles,Los Angeles Unified,Ambler Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,583,389,,,,,,,,
2018-2019,19,64733,6015762,Los Angeles,Los Angeles Unified,Amestoy Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,762,591,,,,,,,,
2018-2019,19,64733,6015770,Los Angeles,Los Angeles Unified,Anatola Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,412,318,,,,,,,,
2018-2019,19,64733,6015796,Los Angeles,Los Angeles Unified,Andasol Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,409,221,,,,,,,,
2018-2019,19,64733,6015804,Los Angeles,Los Angeles Unified,Angeles Mesa Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,356,308,,,,,,,,
2018-2019,19,64733,6015812,Los Angeles,Los Angeles Unified,Ann Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,95,89,,,,,,,,
2018-2019,19,64733,6015820,Los Angeles,Los Angeles Unified,Annalee Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,235,162,,,,,,,,
2018-2019,19,64733,6015838,Los Angeles,Los Angeles Unified,Annandale Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,165,129,,,,,,,,
2018-2019,19,64733,6015846,Los Angeles,Los Angeles Unified,Apperson Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,456,209,,,,,,,,
2018-2019,19,64733,6015853,Los Angeles,Los Angeles Unified,Aragon Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,280,236,,,,,,,,
2018-2019,19,64733,6015861,Los Angeles,Los Angeles Unified,Arlington Heights Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,413,389,,,,,,,,
2018-2019,19,64733,6015879,Los Angeles,Los Angeles Unified,Arminta Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,438,355,,,,,,,,
2018-2019,19,64733,6015887,Los Angeles,Los Angeles Unified,Ascot Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,854,795,,,,,,,,
2018-2019,19,64733,6015895,Los Angeles,Los Angeles Unified,Atwater Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,299,187,,,,,,,,
2018-2019,19,64733,6015903,Los Angeles,Los Angeles Unified,Avalon Gardens Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,206,158,,,,,,,,
2018-2019,19,64733,6015929,Los Angeles,Los Angeles Unified,Baldwin Hills Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,419,262,,,,,,,,
2018-2019,19,64733,6015945,Los Angeles,Los Angeles Unified,Bandini Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,301,230,,,,,,,,
2018-2019,19,64733,6015952,Los Angeles,Los Angeles Unified,Barton Hill Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,583,516,,,,,,,,
2018-2019,19,64733,6015960,Los Angeles,Los Angeles Unified,Bassett Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,754,668,,,,,,,,
2018-2019,19,64733,6015978,Los Angeles,Los Angeles Unified,Beachy Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,509,397,,,,,,,,
2018-2019,19,64733,6015986,Los Angeles,Los Angeles Unified,Beckford Charter for Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1344,Locally funded,N,K,5,597,115,,,,,,,,
2018-2019,19,64733,6015994,Los Angeles,Los Angeles Unified,Beethoven Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,349,164,,,,,,,,
2018-2019,19,64733,6016018,Los Angeles,Los Angeles Unified,Belvedere Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,728,668,,,,,,,,
2018-2019,19,64733,6016026,Los Angeles,Los Angeles Unified,Bertrand Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,389,291,,,,,,,,
2018-2019,19,64733,6016034,Los Angeles,Los Angeles Unified,Blythe Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,395,329,,,,,,,,
2018-2019,19,64733,6016042,Los Angeles,Los Angeles Unified,Bonita Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,482,276,,,,,,,,
2018-2019,19,64733,6016059,Los Angeles,Los Angeles Unified,Braddock Drive Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,478,236,,,,,,,,
2018-2019,19,64733,6016067,Los Angeles,Los Angeles Unified,Brainard Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,164,118,,,,,,,,
2018-2019,19,64733,6016075,Los Angeles,Los Angeles Unified,Breed Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,332,299,,,,,,,,
2018-2019,19,64733,6016083,Los Angeles,Los Angeles Unified,Brentwood Science,Unified School District,Alternative Schools of Choice,Alternative School of Choice,N/A,No ,N/A,N/A,N,K,5,462,350,,,,,,,,
2018-2019,19,64733,6016091,Los Angeles,Los Angeles Unified,Bridge Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,195,175,,,,,,,,
2018-2019,19,64733,6016109,Los Angeles,Los Angeles Unified,Broad Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,602,440,,,,,,,,
2018-2019,19,64733,6016117,Los Angeles,Los Angeles Unified,Broadacres Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,282,208,,,,,,,,
2018-2019,19,64733,6016125,Los Angeles,Los Angeles Unified,Broadway Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,606,106,,,,,,,,
2018-2019,19,64733,6016133,Los Angeles,Los Angeles Unified,Brockton Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,247,169,,,,,,,,
2018-2019,19,64733,6016141,Los Angeles,Los Angeles Unified,Brooklyn Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,8,577,499,,,,,,,,
2018-2019,19,64733,6016158,Los Angeles,Los Angeles Unified,Bryson Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,786,547,,,,,,,,
2018-2019,19,64733,6016166,Los Angeles,Los Angeles Unified,Buchanan Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,6,339,246,,,,,,,,
2018-2019,19,64733,6016174,Los Angeles,Los Angeles Unified,Budlong Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,912,847,,,,,,,,
2018-2019,19,64733,6016182,Los Angeles,Los Angeles Unified,Burbank Boulevard Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,380,241,,,,,,,,
2018-2019,19,64733,6016208,Los Angeles,Los Angeles Unified,Burton Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,360,317,,,,,,,,
2018-2019,19,64733,6016216,Los Angeles,Los Angeles Unified,Bushnell Way Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,6,202,155,,,,,,,,
2018-2019,19,64733,6016224,Los Angeles,Los Angeles Unified,Cabrillo Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,362,314,,,,,,,,
2018-2019,19,64733,6016232,Los Angeles,Los Angeles Unified,Cahuenga Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,458,326,,,,,,,,
2018-2019,19,64733,6016240,Los Angeles,Los Angeles Unified,Calabash Charter Academy,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1345,Locally funded,N,K,5,425,83,,,,,,,,
2018-2019,19,64733,6016257,Los Angeles,Los Angeles Unified,Calahan Street Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,538,288,,,,,,,,
2018-2019,19,64733,6016265,Los Angeles,Los Angeles Unified,Calvert Charter for Enriched Studies,Unified School District,Elementary Schools (Public),Traditional,N/A,Yes,1585,Locally funded,N,K,5,375,191,,,,,,,,
2018-2019,19,64733,6016273,Los Angeles,Los Angeles Unified,Camellia Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,546,474,,,,,,,,
2018-2019,19,64733,6016281,Los Angeles,Los Angeles Unified,Canfield Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,N/A,No ,N/A,N/A,N,K,5,412,104,,,,,,,,
2018-2019,19,64733,6016299,Los Angeles,Los Angeles Unified,Canoga Park Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,640,576,,,,,,,,
2018-2019,19,64733,6016307,Los Angeles,Los Angeles Unified,Cantara Street Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,431,336,,,,,,,,
2018-2019,19,64733,6016315,Los Angeles,Los Angeles Unified,Canterbury Avenue Elementary,Unified School District,Elementary Schools (Public),Traditional,CEP,No ,N/A,N/A,N,K,5,835,580,,,,,,,,
